DATE,BAMLEMRECRPIEMEATRIV
2008-09-18,279.88
2008-09-19,276.6
2008-09-22,277.04
2008-09-23,275.37
2008-09-24,274.42
2008-09-25,272.36
2008-09-26,270.94
2008-09-29,270.17
2008-09-30,266.21
2008-10-01,264.3
2008-10-02,264.02
2008-10-03,263.39
2008-10-06,261.65
2008-10-07,257.53
2008-10-08,254.34
2008-10-09,251.16
2008-10-10,244.97
2008-10-13,244.77
2008-10-14,239.29
2008-10-15,235.32
2008-10-16,231.76
2008-10-17,227.9
2008-10-20,224.99
2008-10-21,221.02
2008-10-22,215.94
2008-10-23,209.88
2008-10-24,200.26
2008-10-27,198.1
2008-10-28,195.41
2008-10-29,196.93
2008-10-30,199.3
2008-10-31,203.91
2008-11-03,206.46
2008-11-04,211.19
2008-11-05,217.86
2008-11-06,218.51
2008-11-07,218.1
2008-11-10,219.07
2008-11-11,218.76
2008-11-12,217.23
2008-11-13,213.53
2008-11-14,212.15
2008-11-17,211.93
2008-11-18,209.81
2008-11-19,209.48
2008-11-20,208.91
2008-11-21,206.54
2008-11-24,205.25
2008-11-25,205.63
2008-11-26,206.29
2008-11-27,206.3
2008-11-28,208.09
2008-11-30,208.22
2008-12-01,209.32
2008-12-02,209.06
2008-12-03,209.74
2008-12-04,210.02
2008-12-05,210.05
2008-12-08,209.03
2008-12-09,209.7
2008-12-10,211.59
2008-12-11,212.66
2008-12-12,214.71
2008-12-15,215.46
2008-12-16,215.83
2008-12-17,217.03
2008-12-18,217.79
2008-12-19,218.11
2008-12-22,218.55
2008-12-23,218.53
2008-12-24,218.54
2008-12-26,218.78
2008-12-29,219.97
2008-12-30,219.52
2008-12-31,220.53
2009-01-02,220.34
2009-01-05,220.26
2009-01-06,220.88
2009-01-07,222.07
2009-01-08,223.11
2009-01-09,224.91
2009-01-12,226.97
2009-01-13,228.08
2009-01-14,229.44
2009-01-15,229.73
2009-01-16,230.17
2009-01-19,230.55
2009-01-20,230.83
2009-01-21,229.77
2009-01-22,230.03
2009-01-23,230.2
2009-01-26,230.43
2009-01-27,232.09
2009-01-28,233.94
2009-01-29,235.39
2009-01-30,236.04
2009-01-31,236.09
2009-02-02,236.5
2009-02-03,236.82
2009-02-04,237.26
2009-02-05,237.62
2009-02-06,237.08
2009-02-09,237.4
2009-02-10,237.28
2009-02-11,237.45
2009-02-12,235.72
2009-02-13,234.01
2009-02-16,234.08
2009-02-17,232.28
2009-02-18,229.96
2009-02-19,229.04
2009-02-20,226.61
2009-02-23,226.82
2009-02-24,226.9
2009-02-25,225.36
2009-02-26,225.32
2009-02-27,225.97
2009-02-28,226.15
2009-03-02,226.35
2009-03-03,226.07
2009-03-04,225.15
2009-03-05,226.5
2009-03-06,226.9
2009-03-09,226.79
2009-03-10,226.69
2009-03-11,227.28
2009-03-12,227.98
2009-03-13,230.39
2009-03-16,230.49
2009-03-17,231.14
2009-03-18,232.16
2009-03-19,232.86
2009-03-20,234.2
2009-03-23,236.2
2009-03-24,237.88
2009-03-25,241.67
2009-03-26,242.68
2009-03-27,244.18
2009-03-30,244.31
2009-03-31,243.9
2009-04-01,244.33
2009-04-02,244.47
2009-04-03,244.6
2009-04-06,247.1
2009-04-07,248.4
2009-04-08,249.33
2009-04-09,250.69
2009-04-13,251.4
2009-04-14,252.24
2009-04-15,253.08
2009-04-16,255.87
2009-04-17,257.08
2009-04-20,257.63
2009-04-21,257.17
2009-04-22,257.2
2009-04-23,257.64
2009-04-24,257.75
2009-04-27,257.53
2009-04-28,257.69
2009-04-29,258.47
2009-04-30,259.81
2009-05-01,260.27
2009-05-04,260.71
2009-05-05,262.07
2009-05-06,263.19
2009-05-07,265.76
2009-05-08,267.03
2009-05-11,268.59
2009-05-12,270.23
2009-05-13,271.47
2009-05-14,272.44
2009-05-15,273.07
2009-05-18,273.24
2009-05-19,274.26
2009-05-20,277.0
2009-05-21,277.43
2009-05-22,278.5
2009-05-25,278.79
2009-05-26,279.63
2009-05-27,279.92
2009-05-28,280.21
2009-05-29,281.56
2009-05-31,281.64
2009-06-01,281.45
2009-06-02,282.33
2009-06-03,283.36
2009-06-04,283.28
2009-06-05,283.09
2009-06-08,283.72
2009-06-09,284.31
2009-06-10,284.76
2009-06-11,285.23
2009-06-12,285.83
2009-06-15,286.4
2009-06-16,287.3
2009-06-17,287.48
2009-06-18,286.75
2009-06-19,287.23
2009-06-22,287.28
2009-06-23,286.73
2009-06-24,286.47
2009-06-25,287.09
2009-06-26,287.14
2009-06-29,287.61
2009-06-30,288.14
2009-07-01,288.62
2009-07-02,290.31
2009-07-03,290.46
2009-07-06,290.32
2009-07-07,290.49
2009-07-08,291.25
2009-07-09,290.87
2009-07-10,291.13
2009-07-13,291.33
2009-07-14,291.32
2009-07-15,291.33
2009-07-16,292.39
2009-07-17,292.65
2009-07-20,293.65
2009-07-21,295.32
2009-07-22,295.73
2009-07-23,296.62
2009-07-24,297.8
2009-07-27,299.32
2009-07-28,299.85
2009-07-29,300.11
2009-07-30,301.1
2009-07-31,302.4
2009-08-03,302.8
2009-08-04,303.59
2009-08-05,304.78
2009-08-06,306.49
2009-08-07,306.17
2009-08-10,307.39
2009-08-11,307.56
2009-08-12,307.49
2009-08-13,307.48
2009-08-14,308.05
2009-08-17,308.24
2009-08-18,308.13
2009-08-19,308.5
2009-08-20,308.91
2009-08-21,308.81
2009-08-24,309.72
2009-08-25,310.87
2009-08-26,311.17
2009-08-27,312.82
2009-08-28,313.24
2009-08-31,313.78
2009-09-01,314.32
2009-09-02,314.89
2009-09-03,314.75
2009-09-04,314.58
2009-09-07,314.92
2009-09-08,315.37
2009-09-09,316.26
2009-09-10,317.97
2009-09-11,319.23
2009-09-14,320.64
2009-09-15,321.34
2009-09-16,322.89
2009-09-17,323.9
2009-09-18,325.21
2009-09-21,325.45
2009-09-22,325.95
2009-09-23,326.5
2009-09-24,327.02
2009-09-25,327.51
2009-09-28,327.87
2009-09-29,328.52
2009-09-30,329.18
2009-10-01,330.7
2009-10-02,330.31
2009-10-05,331.02
2009-10-06,331.44
2009-10-07,333.14
2009-10-08,333.76
2009-10-09,333.42
2009-10-12,333.68
2009-10-13,334.7
2009-10-14,334.53
2009-10-15,334.7
2009-10-16,335.25
2009-10-19,335.47
2009-10-20,335.71
2009-10-21,335.4
2009-10-22,335.32
2009-10-23,334.64
2009-10-26,334.76
2009-10-27,335.38
2009-10-28,334.71
2009-10-29,333.83
2009-10-30,334.78
2009-10-31,334.82
2009-11-02,334.51
2009-11-03,334.19
2009-11-04,333.89
2009-11-05,333.54
2009-11-06,333.67
2009-11-09,334.33
2009-11-10,335.58
2009-11-11,335.68
2009-11-12,335.98
2009-11-13,337.02
2009-11-16,337.63
2009-11-17,337.81
2009-11-18,337.98
2009-11-19,338.71
2009-11-20,338.67
2009-11-23,338.47
2009-11-24,338.73
2009-11-25,337.78
2009-11-26,337.03
2009-11-27,336.12
2009-11-30,333.56
2009-12-01,333.85
2009-12-02,334.06
2009-12-03,334.37
2009-12-04,334.14
2009-12-07,335.24
2009-12-08,335.51
2009-12-09,334.93
2009-12-10,334.7
2009-12-11,334.34
2009-12-14,335.96
2009-12-15,335.79
2009-12-16,336.55
2009-12-17,337.39
2009-12-18,337.3
2009-12-21,336.86
2009-12-22,336.99
2009-12-23,337.18
2009-12-24,337.06
2009-12-28,337.52
2009-12-29,337.69
2009-12-30,337.81
2009-12-31,337.79
2010-01-04,338.75
2010-01-05,340.85
2010-01-06,342.1
2010-01-07,342.6
2010-01-08,344.09
2010-01-11,345.08
2010-01-12,345.76
2010-01-13,345.67
2010-01-14,346.25
2010-01-15,346.3
2010-01-18,346.54
2010-01-19,346.29
2010-01-20,346.45
2010-01-21,346.1
2010-01-22,345.87
2010-01-25,345.15
2010-01-26,345.32
2010-01-27,345.5
2010-01-28,345.77
2010-01-29,345.82
2010-01-31,345.9
2010-02-01,345.7
2010-02-02,345.71
2010-02-03,345.78
2010-02-04,346.13
2010-02-05,345.52
2010-02-08,344.83
2010-02-09,344.32
2010-02-10,344.46
2010-02-11,344.6
2010-02-12,344.92
2010-02-15,344.9
2010-02-16,344.89
2010-02-17,344.75
2010-02-18,345.21
2010-02-19,345.51
2010-02-22,346.15
2010-02-23,347.59
2010-02-24,348.01
2010-02-25,348.49
2010-02-26,349.51
2010-02-28,349.76
2010-03-01,349.9
2010-03-02,350.84
2010-03-03,351.53
2010-03-04,351.82
2010-03-05,351.89
2010-03-08,353.23
2010-03-09,354.66
2010-03-10,355.92
2010-03-11,356.37
2010-03-12,357.09
2010-03-15,357.62
2010-03-16,358.1
2010-03-17,358.58
2010-03-18,359.08
2010-03-19,359.22
2010-03-22,359.65
2010-03-23,359.82
2010-03-24,359.55
2010-03-25,359.9
2010-03-26,360.3
2010-03-29,360.7
2010-03-30,360.8
2010-03-31,360.86
2010-04-01,360.87
2010-04-05,360.55
2010-04-06,360.95
2010-04-07,361.7
2010-04-08,361.37
2010-04-09,361.91
2010-04-12,362.33
2010-04-13,363.22
2010-04-14,364.12
2010-04-15,365.22
2010-04-16,365.89
2010-04-19,365.68
2010-04-20,365.93
2010-04-21,366.66
2010-04-22,366.25
2010-04-23,365.48
2010-04-26,365.5
2010-04-27,365.54
2010-04-28,364.07
2010-04-29,362.93
2010-04-30,363.44
2010-05-03,363.22
2010-05-04,364.39
2010-05-05,363.17
2010-05-06,361.72
2010-05-07,356.83
2010-05-10,358.7
2010-05-11,358.6
2010-05-12,359.33
2010-05-13,359.73
2010-05-14,360.33
2010-05-17,359.61
2010-05-18,359.94
2010-05-19,358.03
2010-05-20,356.08
2010-05-21,354.6
2010-05-24,353.49
2010-05-25,351.04
2010-05-26,351.02
2010-05-27,352.75
2010-05-28,354.4
2010-05-31,354.52
2010-06-01,354.14
2010-06-02,354.08
2010-06-03,355.32
2010-06-04,356.0
2010-06-07,354.79
2010-06-08,354.53
2010-06-09,354.82
2010-06-10,354.53
2010-06-11,355.9
2010-06-14,356.92
2010-06-15,357.14
2010-06-16,358.16
2010-06-17,359.28
2010-06-18,359.28
2010-06-21,361.57
2010-06-22,362.16
2010-06-23,362.16
2010-06-24,361.78
2010-06-25,361.3
2010-06-28,362.1
2010-06-29,361.7
2010-06-30,361.51
2010-07-01,361.19
2010-07-02,360.75
2010-07-05,361.0
2010-07-06,361.84
2010-07-07,361.91
2010-07-08,362.81
2010-07-09,363.58
2010-07-12,364.53
2010-07-13,365.14
2010-07-14,365.93
2010-07-15,366.78
2010-07-16,367.12
2010-07-19,366.78
2010-07-20,366.86
2010-07-21,367.68
2010-07-22,368.18
2010-07-23,368.31
2010-07-26,369.02
2010-07-27,369.23
2010-07-28,370.72
2010-07-29,371.05
2010-07-30,371.68
2010-07-31,371.73
2010-08-02,371.74
2010-08-03,372.94
2010-08-04,373.06
2010-08-05,373.68
2010-08-06,374.68
2010-08-09,375.55
2010-08-10,375.67
2010-08-11,375.92
2010-08-12,375.44
2010-08-13,375.88
2010-08-16,376.95
2010-08-17,377.07
2010-08-18,377.76
2010-08-19,378.82
2010-08-20,378.46
2010-08-23,379.16
2010-08-24,379.51
2010-08-25,378.0
2010-08-26,377.64
2010-08-27,376.82
2010-08-30,377.97
2010-08-31,377.62
2010-09-01,377.56
2010-09-02,378.22
2010-09-03,378.27
2010-09-06,378.55
2010-09-07,379.38
2010-09-08,379.16
2010-09-09,378.77
2010-09-10,379.13
2010-09-13,379.78
2010-09-14,380.24
2010-09-15,379.97
2010-09-16,379.72
2010-09-17,379.89
2010-09-20,379.96
2010-09-21,380.26
2010-09-22,380.62
2010-09-23,380.37
2010-09-24,380.41
2010-09-27,381.32
2010-09-28,381.62
2010-09-29,381.82
2010-09-30,382.47
2010-10-01,382.88
2010-10-04,383.87
2010-10-05,384.57
2010-10-06,385.76
2010-10-07,385.91
2010-10-08,386.2
2010-10-11,386.49
2010-10-12,386.42
2010-10-13,387.01
2010-10-14,387.08
2010-10-15,386.84
2010-10-18,386.98
2010-10-19,386.24
2010-10-20,385.55
2010-10-21,385.36
2010-10-22,385.32
2010-10-25,385.85
2010-10-26,385.38
2010-10-27,384.83
2010-10-28,384.55
2010-10-29,384.53
2010-10-31,384.61
2010-11-01,384.69
2010-11-02,385.03
2010-11-03,385.55
2010-11-04,386.97
2010-11-05,386.76
2010-11-08,386.81
2010-11-09,386.3
2010-11-10,385.65
2010-11-11,385.68
2010-11-12,384.59
2010-11-15,382.95
2010-11-16,382.95
2010-11-17,381.92
2010-11-18,382.86
2010-11-19,382.93
2010-11-22,383.39
2010-11-23,382.92
2010-11-24,381.56
2010-11-25,381.54
2010-11-26,381.6
2010-11-29,381.12
2010-11-30,379.86
2010-12-01,379.17
2010-12-02,379.78
2010-12-03,380.76
2010-12-06,381.76
2010-12-07,380.79
2010-12-08,380.32
2010-12-09,381.23
2010-12-10,381.22
2010-12-13,382.02
2010-12-14,381.33
2010-12-15,381.04
2010-12-16,381.41
2010-12-17,382.23
2010-12-20,382.19
2010-12-21,382.39
2010-12-22,382.52
2010-12-23,382.37
2010-12-24,382.44
2010-12-27,382.85
2010-12-28,382.39
2010-12-29,383.45
2010-12-30,383.47
2010-12-31,383.9
2011-01-03,384.21
2011-01-04,384.94
2011-01-05,385.78
2011-01-06,386.44
2011-01-07,386.87
2011-01-10,386.56
2011-01-11,386.57
2011-01-12,387.14
2011-01-13,387.95
2011-01-14,387.76
2011-01-17,387.92
2011-01-18,388.31
2011-01-19,388.49
2011-01-20,387.87
2011-01-21,388.06
2011-01-24,388.36
2011-01-25,388.88
2011-01-26,388.39
2011-01-27,388.43
2011-01-28,387.85
2011-01-31,386.73
2011-02-01,387.0
2011-02-02,387.25
2011-02-03,387.24
2011-02-04,386.88
2011-02-07,387.32
2011-02-08,387.36
2011-02-09,387.96
2011-02-10,387.51
2011-02-11,387.66
2011-02-14,388.25
2011-02-15,388.28
2011-02-16,388.36
2011-02-17,388.78
2011-02-18,388.53
2011-02-21,388.79
2011-02-22,388.89
2011-02-23,387.97
2011-02-24,388.1
2011-02-25,388.3
2011-02-28,388.98
2011-03-01,389.43
2011-03-02,389.23
2011-03-03,389.44
2011-03-04,390.15
2011-03-07,390.41
2011-03-08,390.53
2011-03-09,391.12
2011-03-10,391.36
2011-03-11,390.97
2011-03-14,391.25
2011-03-15,390.71
2011-03-16,391.13
2011-03-17,390.77
2011-03-18,391.16
2011-03-21,391.48
2011-03-22,392.04
2011-03-23,392.39
2011-03-24,392.72
2011-03-25,393.04
2011-03-28,393.56
2011-03-29,393.31
2011-03-30,393.61
2011-03-31,393.67
2011-04-01,394.09
2011-04-04,394.9
2011-04-05,395.39
2011-04-06,395.68
2011-04-07,396.05
2011-04-08,395.99
2011-04-11,396.22
2011-04-12,395.95
2011-04-13,396.27
2011-04-14,395.95
2011-04-15,396.36
2011-04-18,396.48
2011-04-19,396.38
2011-04-20,396.38
2011-04-21,396.66
2011-04-25,397.0
2011-04-26,397.38
2011-04-27,397.38
2011-04-28,397.95
2011-04-29,398.23
2011-04-30,398.3
2011-05-02,398.43
2011-05-03,398.81
2011-05-04,399.32
2011-05-05,399.66
2011-05-06,399.74
2011-05-09,399.96
2011-05-10,400.15
2011-05-11,400.93
2011-05-12,400.56
2011-05-13,400.64
2011-05-16,400.96
2011-05-17,401.49
2011-05-18,401.86
2011-05-19,402.27
2011-05-20,402.44
2011-05-23,402.44
2011-05-24,402.19
2011-05-25,402.18
2011-05-26,402.15
2011-05-27,401.82
2011-05-30,402.0
2011-05-31,402.32
2011-06-01,402.85
2011-06-02,402.69
2011-06-03,402.97
2011-06-06,403.38
2011-06-07,403.42
2011-06-08,403.49
2011-06-09,403.23
2011-06-10,403.27
2011-06-13,403.01
2011-06-14,402.64
2011-06-15,402.95
2011-06-16,402.36
2011-06-17,401.75
2011-06-20,401.38
2011-06-21,401.5
2011-06-22,401.23
2011-06-23,400.8
2011-06-24,400.05
2011-06-27,399.27
2011-06-28,399.61
2011-06-29,400.18
2011-06-30,401.12
2011-07-01,401.39
2011-07-04,401.62
2011-07-05,402.16
2011-07-06,402.07
2011-07-07,402.48
2011-07-08,403.02
2011-07-11,403.0
2011-07-12,401.93
2011-07-13,402.56
2011-07-14,402.74
2011-07-15,402.96
2011-07-18,402.91
2011-07-19,402.82
2011-07-20,402.84
2011-07-21,402.96
2011-07-22,403.89
2011-07-25,403.98
2011-07-26,404.35
2011-07-27,404.51
2011-07-28,405.0
2011-07-29,406.34
2011-07-31,406.42
2011-08-01,407.23
2011-08-02,407.82
2011-08-03,407.83
2011-08-04,407.81
2011-08-05,405.45
2011-08-08,402.98
2011-08-09,400.35
2011-08-10,400.76
2011-08-11,397.66
2011-08-12,398.25
2011-08-15,400.43
2011-08-16,401.03
2011-08-17,402.06
2011-08-18,402.26
2011-08-19,402.11
2011-08-22,402.07
2011-08-23,401.48
2011-08-24,400.18
2011-08-25,400.08
2011-08-26,399.83
2011-08-29,399.73
2011-08-30,400.42
2011-08-31,401.91
2011-09-01,402.34
2011-09-02,402.27
2011-09-05,402.52
2011-09-06,401.56
2011-09-07,402.23
2011-09-08,402.85
2011-09-09,402.99
2011-09-12,401.68
2011-09-13,401.08
2011-09-14,400.95
2011-09-15,400.46
2011-09-16,400.46
2011-09-19,399.6
2011-09-20,398.78
2011-09-21,398.3
2011-09-22,393.26
2011-09-23,389.45
2011-09-26,386.67
2011-09-27,385.26
2011-09-28,385.68
2011-09-29,385.36
2011-09-30,384.54
2011-10-03,383.39
2011-10-04,379.22
2011-10-05,378.44
2011-10-06,380.88
2011-10-07,381.89
2011-10-10,382.18
2011-10-11,385.29
2011-10-12,387.54
2011-10-13,389.81
2011-10-14,391.06
2011-10-17,392.85
2011-10-18,393.0
2011-10-19,394.11
2011-10-20,393.71
2011-10-21,393.62
2011-10-24,395.1
2011-10-25,396.29
2011-10-26,396.4
2011-10-27,400.26
2011-10-28,401.05
2011-10-31,401.26
2011-11-01,398.7
2011-11-02,399.12
2011-11-03,399.51
2011-11-04,400.1
2011-11-07,399.98
2011-11-08,400.75
2011-11-09,399.91
2011-11-10,398.8
2011-11-11,398.81
2011-11-14,398.95
2011-11-15,397.56
2011-11-16,396.96
2011-11-17,396.33
2011-11-18,395.81
2011-11-21,394.96
2011-11-22,393.83
2011-11-23,392.53
2011-11-24,392.35
2011-11-25,390.57
2011-11-28,391.47
2011-11-29,391.07
2011-11-30,392.1
2011-12-01,392.54
2011-12-02,393.32
2011-12-05,394.31
2011-12-06,393.33
2011-12-07,393.51
2011-12-08,393.39
2011-12-09,392.36
2011-12-12,391.96
2011-12-13,391.51
2011-12-14,391.08
2011-12-15,391.04
2011-12-16,391.35
2011-12-19,391.41
2011-12-20,391.38
2011-12-21,391.76
2011-12-22,391.94
2011-12-23,391.77
2011-12-27,392.18
2011-12-28,392.66
2011-12-29,392.96
2011-12-30,393.09
2011-12-31,393.13
2012-01-03,394.17
2012-01-04,394.61
2012-01-05,394.19
2012-01-06,394.26
2012-01-09,394.62
2012-01-10,394.68
2012-01-11,395.29
2012-01-12,395.74
2012-01-13,396.04
2012-01-16,396.22
2012-01-17,396.49
2012-01-18,396.62
2012-01-19,397.4
2012-01-20,397.96
2012-01-23,398.73
2012-01-24,399.45
2012-01-25,400.63
2012-01-26,402.54
2012-01-27,403.21
2012-01-30,403.25
2012-01-31,403.72
2012-02-01,404.3
2012-02-02,404.81
2012-02-03,404.53
2012-02-06,404.93
2012-02-07,404.76
2012-02-08,405.0
2012-02-09,405.25
2012-02-10,405.5
2012-02-13,405.79
2012-02-14,406.55
2012-02-15,407.09
2012-02-16,406.73
2012-02-17,407.17
2012-02-20,407.47
2012-02-21,408.3
2012-02-22,409.12
2012-02-23,409.54
2012-02-24,410.16
2012-02-27,410.69
2012-02-28,411.8
2012-02-29,412.46
2012-03-01,413.2
2012-03-02,414.32
2012-03-05,414.83
2012-03-06,414.14
2012-03-07,414.24
2012-03-08,414.91
2012-03-09,415.54
2012-03-12,416.17
2012-03-13,416.76
2012-03-14,416.82
2012-03-15,416.64
2012-03-16,416.88
2012-03-19,416.92
2012-03-20,416.61
2012-03-21,416.92
2012-03-22,416.3
2012-03-23,416.45
2012-03-26,416.75
2012-03-27,417.04
2012-03-28,416.97
2012-03-29,416.84
2012-03-30,416.4
2012-03-31,416.44
2012-04-02,416.67
2012-04-03,416.64
2012-04-04,416.65
2012-04-05,416.3
2012-04-09,416.67
2012-04-10,416.32
2012-04-11,415.96
2012-04-12,416.22
2012-04-13,416.85
2012-04-16,417.16
2012-04-17,417.72
2012-04-18,418.25
2012-04-19,418.4
2012-04-20,418.53
2012-04-23,418.53
2012-04-24,418.63
2012-04-25,419.35
2012-04-26,419.66
2012-04-27,419.82
2012-04-30,420.4
2012-05-01,420.79
2012-05-02,421.67
2012-05-03,422.53
2012-05-04,422.71
2012-05-07,422.82
2012-05-08,422.76
2012-05-09,422.0
2012-05-10,422.24
2012-05-11,422.27
2012-05-14,420.92
2012-05-15,420.03
2012-05-16,418.62
2012-05-17,417.85
2012-05-18,416.25
2012-05-21,416.77
2012-05-22,418.06
2012-05-23,417.58
2012-05-24,417.53
2012-05-25,417.57
2012-05-28,417.83
2012-05-29,418.44
2012-05-30,417.85
2012-05-31,417.53
2012-06-01,416.22
2012-06-04,415.94
2012-06-05,416.07
2012-06-06,416.96
2012-06-07,418.72
2012-06-08,418.85
2012-06-11,420.19
2012-06-12,419.86
2012-06-13,420.66
2012-06-14,420.78
2012-06-15,421.58
2012-06-18,422.1
2012-06-19,422.69
2012-06-20,423.24
2012-06-21,423.42
2012-06-22,423.08
2012-06-25,423.35
2012-06-26,423.64
2012-06-27,423.98
2012-06-28,424.06
2012-06-29,424.9
2012-06-30,424.97
2012-07-02,425.78
2012-07-03,426.55
2012-07-04,426.79
2012-07-05,427.25
2012-07-06,427.58
2012-07-09,427.8
2012-07-10,428.63
2012-07-11,429.3
2012-07-12,429.79
2012-07-13,430.63
2012-07-16,432.0
2012-07-17,433.03
2012-07-18,433.16
2012-07-19,433.82
2012-07-20,433.97
2012-07-23,432.57
2012-07-24,432.29
2012-07-25,432.5
2012-07-26,433.41
2012-07-27,433.64
2012-07-30,434.89
2012-07-31,435.7
2012-08-01,436.03
2012-08-02,436.41
2012-08-03,437.06
2012-08-06,438.39
2012-08-07,439.0
2012-08-08,438.78
2012-08-09,438.3
2012-08-10,438.2
2012-08-13,438.28
2012-08-14,438.07
2012-08-15,437.58
2012-08-16,437.31
2012-08-17,437.4
2012-08-20,437.67
2012-08-21,438.54
2012-08-22,439.22
2012-08-23,440.02
2012-08-24,439.9
2012-08-27,440.1
2012-08-28,440.49
2012-08-29,440.72
2012-08-30,440.91
2012-08-31,441.4
2012-09-03,441.58
2012-09-04,442.38
2012-09-05,442.79
2012-09-06,443.28
2012-09-07,444.37
2012-09-10,444.77
2012-09-11,445.17
2012-09-12,445.59
2012-09-13,445.64
2012-09-14,446.72
2012-09-17,446.82
2012-09-18,446.58
2012-09-19,447.02
2012-09-20,446.74
2012-09-21,446.65
2012-09-24,446.3
2012-09-25,446.09
2012-09-26,445.48
2012-09-27,445.79
2012-09-28,446.49
2012-09-30,446.63
2012-10-01,446.95
2012-10-02,447.76
2012-10-03,448.29
2012-10-04,448.51
2012-10-05,448.62
2012-10-08,448.85
2012-10-09,448.87
2012-10-10,448.98
2012-10-11,449.66
2012-10-12,450.42
2012-10-15,450.89
2012-10-16,451.82
2012-10-17,452.25
2012-10-18,452.53
2012-10-19,452.73
2012-10-22,452.51
2012-10-23,451.85
2012-10-24,451.45
2012-10-25,451.47
2012-10-26,451.45
2012-10-29,451.71
2012-10-31,451.9
2012-11-01,451.8
2012-11-02,451.92
2012-11-05,452.14
2012-11-06,452.68
2012-11-07,453.39
2012-11-08,453.43
2012-11-09,453.02
2012-11-12,453.23
2012-11-13,452.77
2012-11-14,452.76
2012-11-15,452.39
2012-11-16,451.74
2012-11-19,452.01
2012-11-20,452.24
2012-11-21,452.33
2012-11-22,452.47
2012-11-23,452.69
2012-11-26,453.15
2012-11-27,453.67
2012-11-28,454.07
2012-11-29,455.03
2012-11-30,455.29
2012-12-03,455.53
2012-12-04,455.7
2012-12-05,455.91
2012-12-06,456.05
2012-12-07,456.1
2012-12-10,456.31
2012-12-11,456.8
2012-12-12,457.25
2012-12-13,457.53
2012-12-14,457.96
2012-12-17,458.26
2012-12-18,458.44
2012-12-19,459.17
2012-12-20,459.52
2012-12-21,459.96
2012-12-24,460.17
2012-12-26,460.34
2012-12-27,460.47
2012-12-28,460.77
2012-12-31,460.91
2013-01-02,461.58
2013-01-03,462.89
2013-01-04,463.16
2013-01-07,464.0
2013-01-08,464.37
2013-01-09,464.48
2013-01-10,464.63
2013-01-11,464.37
2013-01-14,464.73
2013-01-15,464.87
2013-01-16,464.68
2013-01-17,464.62
2013-01-18,464.8
2013-01-21,464.98
2013-01-22,465.11
2013-01-23,465.37
2013-01-24,465.64
2013-01-25,465.39
2013-01-28,464.81
2013-01-29,463.82
2013-01-30,462.42
2013-01-31,461.76
2013-02-01,460.92
2013-02-04,460.28
2013-02-05,460.52
2013-02-06,460.82
2013-02-07,460.92
2013-02-08,461.09
2013-02-11,460.68
2013-02-12,461.56
2013-02-13,461.43
2013-02-14,461.69
2013-02-15,461.66
2013-02-18,461.89
2013-02-19,461.93
2013-02-20,462.22
2013-02-21,462.03
2013-02-22,462.1
2013-02-25,462.68
2013-02-26,462.73
2013-02-27,462.97
2013-02-28,463.83
2013-03-01,464.04
2013-03-04,464.28
2013-03-05,464.93
2013-03-06,465.29
2013-03-07,465.48
2013-03-08,465.17
2013-03-11,465.22
2013-03-12,465.41
2013-03-13,465.21
2013-03-14,464.96
2013-03-15,465.08
2013-03-18,464.67
2013-03-19,464.57
2013-03-20,464.07
2013-03-21,464.12
2013-03-22,464.04
2013-03-25,464.44
2013-03-26,464.56
2013-03-27,463.95
2013-03-28,463.74
2013-03-31,463.89
2013-04-01,463.98
2013-04-02,464.36
2013-04-03,465.08
2013-04-04,466.07
2013-04-05,467.12
2013-04-08,468.07
2013-04-09,468.21
2013-04-10,468.12
2013-04-11,468.39
2013-04-12,468.66
2013-04-15,468.56
2013-04-16,468.27
2013-04-17,467.9
2013-04-18,467.83
2013-04-19,467.54
2013-04-22,467.89
2013-04-23,468.39
2013-04-24,468.72
2013-04-25,468.99
2013-04-26,469.06
2013-04-29,469.7
2013-04-30,470.35
2013-05-01,470.65
2013-05-02,471.58
2013-05-03,471.74
2013-05-06,471.87
2013-05-07,472.26
2013-05-08,472.56
2013-05-09,473.26
2013-05-10,472.66
2013-05-13,471.77
2013-05-14,471.7
2013-05-15,471.46
2013-05-16,471.71
2013-05-17,471.51
2013-05-20,471.22
2013-05-21,470.51
2013-05-22,470.45
2013-05-23,469.18
2013-05-24,468.61
2013-05-27,468.79
2013-05-28,467.72
2013-05-29,465.06
2013-05-30,464.92
2013-05-31,463.98
2013-06-03,462.98
2013-06-04,462.97
2013-06-05,460.87
2013-06-06,458.56
2013-06-07,458.18
2013-06-10,457.02
2013-06-11,453.76
2013-06-12,455.08
2013-06-13,456.4
2013-06-14,458.73
2013-06-17,459.34
2013-06-18,457.53
2013-06-19,457.26
2013-06-20,449.97
2013-06-21,448.53
2013-06-24,441.33
2013-06-25,442.86
2013-06-26,444.87
2013-06-27,447.39
2013-06-28,447.96
2013-06-30,448.1
2013-07-01,448.45
2013-07-02,450.11
2013-07-03,448.79
2013-07-04,448.99
2013-07-05,447.92
2013-07-08,447.28
2013-07-09,447.97
2013-07-10,447.83
2013-07-11,449.18
2013-07-12,449.86
2013-07-15,451.05
2013-07-16,452.51
2013-07-17,453.02
2013-07-18,454.49
2013-07-19,455.19
2013-07-22,456.73
2013-07-23,456.87
2013-07-24,455.62
2013-07-25,454.7
2013-07-26,454.71
